F,Terreo,108,01H-14-21,A,,,,,,,,G212,H,,,,,395
F,Terreo,108,01H-14-22,A,,,,,,,,G212,H,,,,,396
F,Terreo,108,01H-14-23,A,,,,,,,,G212,H,,,,,397
F,Terreo,108,01H-14-24,A,,,,,,,,G212,H,,,,,398
F,Terreo,108,01H-15-01,A,,,,,,,,G212,H,,,,,399
F,Terreo,108,01H-15-02,A,,,,,,,,G212,H,,,,,400
F,Terreo,108,01H-15-03,A,,,,,,,,G212,H,,,,,401
F,Terreo,108,01H-15-04,A,,,,,,,,G212,H,,,,,402
F,Terreo,108,01H-15-05,A,,,,,,,,G212,H,,,,,403
F,Terreo,108,01H-15-06,A,,,,,,,,G212,H,,,,,404
F,Terreo,108,01H-15-07,A,,,,,,,,G212,H,,,,,405
F,Terreo,108,01H-15-08,A,,,,,,,,G212,H,,,,,406
F,Terreo,108,01H-15-09,NA,,,,,,,,G212,H,,,,,407
F,Terreo,108,01H-15-10,NA,,,,,,,,G212,H,,,,,408
F,Terreo,108,01H-15-11,A,,,,,,,,G212,H,,,,,409
F,Terreo,108,01H-15-12,A,,,,,,,,G212,H,,,,,410
F,Terreo,108,01H-15-13,A,,,,,,,,G212,H,,,,,411
F,Terreo,108,01H-15-14,A,,,,,,,,G212,H,,,,,412
F,Terreo,108,01H-15-15,A,,,,,,,,G212,H,,,,,413
F,Terreo,108,01H-15-16,A,,,,,,,,G212,H,,,,,414
F,Terreo,109,01H-11-09,NA,,,,,,,,G212,H,,,,,415
F,Terreo,109,01H-11-10,NA,,,,,,,,G212,H,,,,,416
F,Terreo,109,01H-11-11,A,,,,,,,,G212,H,,,,,417
F,Terreo,109,01H-11-12,NA,,,,,,,,G212,H,,,,,418
F,Terreo,109,01H-11-13,A,,,,,,,,G212,H,,,,,419
F,Terreo,109,01H-11-14,NA,,,,,,,,G212,H,,,,,420
F,Terreo,109,01H-11-15,A,,,,,,,,G212,H,,,,,421
F,Terreo,109,01H-11-16,NA,,,,,,,,G212,H,,,,,422
F,Terreo,109,01H-11-17,NA,,,,,,,,G212,H,,,,,423
F,Terreo,109,01H-11-18,NA,,,,,,,,G212,H,,,,,424
F,Terreo,109,01H-11-19,NA,,,,,,,,G212,H,,,,,425
F,Terreo,109,01H-11-20,NA,,,,,,,,G212,H,,,,,426
F,Terreo,109,01H-11-21,A,,,,,,,,G212,H,,,,,427
F,Terreo,109,01H-11-22,NA,,,,,,,,G212,H,,,,,428
F,Terreo,109,01H-11-23,A,,,,,,,,G212,H,,,,,429
F,Terreo,109,01H-11-24,NA,,,,,,,,G212,H,,,,,430
F,Terreo,109,01H-12-01,NA,,,,,,,,G212,H,,,,,431
F,Terreo,109,01H-12-02,NA,,,,,,,,G212,H,,,,,432
F,Terreo,109,01H-12-03,A,,,,,,,,G212,H,,,,,433
F,Terreo,109,01H-12-04,NA,,,,,,,,G212,H,,,,,434
F,Terreo,109,01H-12-05,A,,,,,,,,G212,H,,,,,435
F,Terreo,109,01H-12-06,NA,,,,,,,,G212,H,,,,,436
F,Terreo,109,01H-12-07,A,,,,,,,,G212,H,,,,,437
F,Terreo,109,01H-12-08,NA,,,,,,,,G212,H,,,,,438
F,Terreo,109,01H-12-09,A,,,,,,,,G212,H,,,,,439
F,Terreo,109,01H-12-10,NA,,,,,,,,G212,H,,,,,440
F,Terreo,109,01H-12-11,NA,,,,,,,,G212,H,,,,,441
F,Terreo,109,01H-12-12,NA,,,,,,,,G212,H,,,,,442
F,Terreo,109,01H-12-13,NA,,,,,,,,G212,H,,,,,443
F,Terreo,109,01H-12-14,NA,,,,,,,,G212,H,,,,,444
F,Terreo,109,01H-12-15,A,,,,,,,,G212,H,,,,,445
F,Terreo,109,01H-12-16,NA,,,,,,,,G212,H,,,,,446
F,Terreo,corredor,01H-19-17,A,,,,,,,,G212,H,,,,,447
F,Terreo,corredor,01H-19-18,NA,,,,,,,,G212,H,,,,,448
F,Terreo,corredor,01H-19-21,A,,,,,,,,G212,H,,,,,449
F,Terreo,corredor,01H-19-22,NA,,,,,,,,G212,H,,,,,450
